,netflixid,title,image,synopsis,rating,type,released,runtime,largeimage,unogsdate,imdbid,download
82,81254224,The Social Dilemma,https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUybphDaTOAFPJjDzl1U7gj4yveXnO0Bc5ZxaWE_FwkH9jDIgwRewZ91goDn5IAKEAzmbszvRdBCN_w6DsPIfg3HToAR78Eqal8ExMJYJqAOOgO_WBOjy7ElGhU.jpg?r=288,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",8.0,movie,2020,1h34m,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZJ5Ne_hhcbpzgBEM_zLGem5u53hpAhW0UnVKvTX5g2S5-rSDMEPW75FXTeoBPaVKswA2KBNTms9S_K-q_sygNIsBZOnQqVwcfpXpc13ZSV3EZGgB-bevaLCklQHuA.jpg?r=639,2020-09-09,tt11464826,0
83,81451264,STAND BY ME Doraemon 2,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtNjbaIv8L5pjNub0ZpcgTloM6_xtbaU0LfBgwfy9sn4L3otXzt5Icsa2bWlJPgzzXwKSMP9NHiVa_JeY1XSTE3_Q.jpg?r=8fd,"Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding. Can he ever be a good husband to Shizuka?",8.0,movie,2020,1h35m,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeRhCmcOOK8CxfvzvR9yaE1FGJ3DQxmgQkZfI2hhzHLDB-rcM_AlyANjb7TqzEBD4mSb5amWU4vnwT9Wz-yQmsE4hmmc.jpg?r=8fd,2021-10-01,tt13428402,0
84,70057659,Anukokunda Oka Roju,https://occ-0-912-616.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABcBEjfGro0Dv551Mv5Rt7JXPQJGZe1vaG7wbTHtc8diMAJ6HTbTBJzFshqRmY3IyfsiXFILuS9Qv6ZytQyofqpoJAwhbx_IASg.jpg?r=e82,"After waking up with no memory of the day before, an aspiring playback singer races to find out what happened and why people are trying to kill her.",8.0,movie,2005,2h29m,https://occ-0-857-92.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABZCB5pjBZPZ_6EZWqaTjrXSaeQsnnpmqmv32iNXmw87TwTczO0TZzeIVZqe4LNmsNtBCjDcMP5vxWam-BbSWshZQmjYcAs5Y7E4s.jpg?r=e82,2022-12-23,tt0473604,0
85,70054161,Aithe,https://occ-0-7398-2774.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABamQjRjJDklhXD49sMrUdiZ3VDp98dgo-adt4FCgbdvcQr6elYdzOizAieHM9r9xQgt9s5uMriq9bmRfPajgt9J2Clz8m6hQnw01BdBtIWjjIzAEa8E_xC022uszgYzcFy4kAY7eNk7l2pDmZEwiDBzB3mKO3N4nuElCPdFF5TDVmOBEyKP-kaLDSZmR5doJKPlO2U14iJ0NX8ekIAVGCP6rnQeK2BzQVIV-54tY1RtmVr7os_tYaf-SkzdM6BA9Lqeb2Xe-3m3ku1t12ZBGAd8oT74.jpg?r=8e7,"With cops closing in, a crime boss hires four underlings to hijack a plane to get him out of the country. But a secret agenda threatens his plan.",8.0,movie,2003,2h11m,https://occ-0-7397-2774.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABdug_PkEfuNnrzvPNDtWtam3SPkTpc0ozrd8zaOnngDWow3AE31KmrOIHtOs_YLZRTUlM6wPy5fdINng_hrngPQai28UkvPuDIjU0iorh_cZLKfL_CTRgYSdSKbps5q-YAt56RaXUMzoJuFNeN5a2KvHJ2BfPha24A25YwoCbP0EpfxnI3p0dQmkk9yGCNXpzjcZmg5glzBbO4tLhZKNLBVK_iRm2TVkgVjkwFh4Fip20GSHwZe8zu_dsKgEf0-79sFx2QBQo2tpzmiVHsyvOoYSVLboig.jpg?r=8e7,2023-11-30,tt0460394,0
86,70304189,Trailer Park Boys: Say Goodnight to the Bad Guys,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRHaK7NwJu5IJTGXUSx1MNFgo0egF1l2I2IkEfBgWoMHEaRfr3Dvn6wgHjlRi9tjDU7LsLpkWx_s3CqV_irE9f3t6w.jpg?r=307,"A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",7.9,movie,2008,46m,http://cdn1.nflximg.net/images/5599/9685599.jpg,2015-04-14,tt1324027,1
87,60027142,Hero,https://occ-0-1348-1347.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABf9O4PpSspgZkf_AIXfZp22KL7Oz8jtnj5zAATwmkrQjjgbM1Ct0RuARURvxMrYXgFqovwOG76uCRlTsnweXWylhEw.jpg?r=adb,"The Qin king is the target of three assassins, until a nameless warrior steps up to claim he has defeated them all in this stunning martial arts epic.",7.9,movie,2002,1h39m,http://cdn1.nflximg.net/images/8559/8468559.jpg,2015-04-14,tt0299977,1
88,70043295,The World&#39;s Fastest Indian,http://cdn0.nflximg.net/images/8794/8868794.jpg,"Based on actual events, a quirky 67-year-old grandfather attempts to break speed records on his customized Indian Scout motorcycle.",7.9,movie,2005,2h1m,http://cdn0.nflximg.net/images/8805/8868805.jpg,2015-04-14,tt0412080,
89,80127559,Justin Timberlake + the Tennessee Kids,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbMFP1SjIDumIyr27QEb86T5i29F2-GIX9y18JNGsqUiJEq_ufet9j9dbLmyGp6axy2INJeZpv_wn7KhRIMTIy8AnyFcnRP8PD-LJY4vodeRQVcV6aFKUPL07bk.jpg?r=ecb,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",7.9,movie,2016,1h30m,,2016-10-12,tt5001772,0
90,80117533,The Ivory Game,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABanY-W9JOJE0MOyofyh4fEtFam2k8GYEcJt-VF01t4zy3FaNb5arrACNz3zrAvYXetqwOYNPJdvn6MBZmLIlBG4QUlO2aKS31uLERDdbLYR5hmQMvw9P6edYO38.jpg?r=4ac,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.",7.9,movie,2016,1h52m,,2016-11-04,tt5952266,0
91,80096631,Sing Street,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWjMb6seWkLjB4XSvFNmfMwVOBeJi5Wf2fihk2BGWraOqqM4lGmyPegzxGvL9hOLNpD4roWew35_j51OKZJ4OiEJzA.jpg?r=62e,"In 1980s Dublin, a teen whose family is falling apart transfers to a tough school, where he forms a rock band to fit in and win a girl&#39;s attention.",7.9,movie,2016,1h45m,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTs4PigbcUMhlVD125QL5gzQEhzArOltrB1sU_LebnMEbdI7Nj5NB3hJbHZeReGtnpaIpMuiQdTAREtPGVmJhNhw7NpT.jpg?r=463,2016-11-09,tt3544112,1
92,80117452,Neal Brennan: 3 Mics,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZFCXqqY6KSzphfzstUXFVk4syuMlpPwJxNJ90VTY1DAE6t0aH28a76rGwI0vTc-aYA-rEQEgtX5kpqCoi-pCK7UynRg5QFbMleRD2UWobf5hQz5ieVioGQJ3ao.jpg?r=053,Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from &#39;Chappelle&#39;s Show&#39; co-creator Neal Brennan.,7.9,movie,2017,1h5m,,2017-01-17,tt6438918,1
93,80168079,Icarus,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQYIsmH5mVjBxBVl4LXuqYUDI0UUo1i8QcJGDwmeEatJ2uUJ3o108MHoBY_ufSbMyncSSvXSAO9P10E9X46dt_GqmrNJYzygwoZB5bn6PwRSuWWZwwcuTTi2XEg.jpg?r=98b,An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.,7.9,movie,2017,2h1m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYKKlJg5OIhdhv-sqNZTKxUwnH1xH0fxpeXASyCrQ20YSym1galK7H5y9o4Diy-_aiQ5U1OvJ8hfmaBcsq9oj-Du78ObhzhuR43Fymt8CGJV4Kld_J1xbAHMc2R2UA.jpg?r=cac,2017-08-04,tt6333060,0
94,80238110,John Mulaney: Kid Gorgeous at Radio City,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUqIhUzfla2ad6__Z2DfLGYYlkjCDM7703a8T6wGFHfD3JT0sXk_uple-csVCaAWJhNFt4xvXgqZYeOWJBpIpV7bQumvVaw7J5UI35upAcey-Pe66guH4Wh7Wrc.jpg?r=194,"John Mulaney relays stories from his childhood and &ldquo;SNL,&rdquo; eviscerates the value of college and laments getting older in this electric comedy special.",7.9,movie,2018,1h4m,https://occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcAQJRnAeRHB3Bdvl4q48isuqeZc1zXAz3ycyYeodepKEN08dX8DuTiFJAOGKSObLTyaI5envbq8rwyvfJIyFzMCVL_uPXORYQw5XrYi1yIVqCUhuQLa-bJYAsJ3zA.jpg?r=194,2018-05-01,tt8271714,0
95,80198443,One Piece Film Z,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ8PpINxz-yc4h133uvPuQV6mVcd9yjHQS1NdhXmg1PIZk1_rs-WecMXkq7lyUTsZjLfVu2aioQGBo_1qz405QUgCg.jpg?r=036,"Luffy and his gang save a disillusioned Navy admiral named Z who has one goal -- to slaughter every pirate in the world, including the Straw Hats.",7.9,movie,2012,1h47m,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeogZC2nC0fJdGzBvnB0-Fch8JCE7w70Ohi4b9I2Xdj3DdF_mwAmlcBagvyek1YWtH3DcA48H0IywcjVV7AukSPafPEQ.jpg?r=79b,2018-07-22,tt2375379,0
96,80169498,Call Me by Your Name,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX_1ohvJIdPj9ovhlaraINaUu2H7g1q91aCCfOc0TBinxDpi3g_XEiV23UnZflo8hwpmW2aeheC4fnQdvoyWVfFaEg.jpg?r=3a4,"In the summer of 1983, 17-year-old Elio forms a life-changing bond with his father&#39;s charismatic research assistant Oliver in the Italian countryside.",7.9,movie,2017,2h11m,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUHvPbg3-XhZzFr3ae9uspwP6tI20UzH7hjqQg1wR5sY6jS5u8saiJRrDwDlh7SRptsXB49wPrUhi5CIiNheh_ryuS-y.jpg?r=4f1,2018-10-01,tt5726616,0
97,81052266,Awe,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWDfrKovyiAVZxA6-maDWmZNXbLlTz3Zq-rZTjiznB-eu4aoAN9SWlivwIDCzGqSJaEIs79u6wt9hQVk7Ihbe6US4w.jpg?r=33b,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",7.9,movie,2018,1h50m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSLKHMfD9j3PN4Y0D5JUcgDMqJF0jTt5ZwkCW2GykuNKeYSjCBV0Yxp0HxxPbuVs2zXkyQYxebXJVKQ8JWzLLaXzKQYv.jpg?r=33b,2019-02-15,tt7797658,0
98,81112446,Badla,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXBN1xO5idE9dQJvPFSlx8IeRDluapO0eukIIMZ2rph1KoUPrkeDq0PVc8DxDFlcQjHtoY0OePVKCI6MYLRtpl9LYQ.jpg?r=946,"When a woman is accused of killing her lover, a renowned lawyer is hired -- but the more they try to  untangle the truth, the more convoluted it becomes.",7.9,movie,2019,1h57m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcB5AufU1VhZZHxvh8jV5sQ6MawzeVszCmj9M4EMZkfLZtZSSTwSkhBhhD8sSBOLq-VfxYLFmqIB0tlOHTay9EclFPfq.jpg?r=8f4,2019-08-07,tt8130968,0
99,80175798,The Irishman,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABebXub2bi247otQst_hOZO3nGA_tmisdBih1FgmhhDXizhqyNhSJKmcCkW9EjZSuLw9-4b-yvc89Lf2zK2Zh4Ab4d3dciKVOOTfjYUFoNy96k7C63bzHlETPUaM.jpg?r=08c,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,7.9,movie,2019,3h29m,https://occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfVJntRFawFJJI1iuGsCaJZ3INXl52Gylv4Rxv_WRxMzyf-jRx_-EgPi0RezhG34F_kbpbF2jn1KPa_oy6n3MV-rbH3ct9lwQqBomLrbTzRZtYgVIFLeR0RTj3OA4g.jpg?r=08c,2019-11-27,tt1302006,0
100,81438157,Free to Play,https://occ-0-3607-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTrrimoMoJ1rKlc9OLrA0Pn8VWtKcBwLFeWfxmzYRrg9qOCOroZ-SsnYbFz_UHZbEQ3rIDSdwSeqIS_Vi-y_uY3MNA.jpg?r=dae,This documentary follows three professional video game players as they compete in an international tournament with a million-dollar prize.,7.9,movie,2014,1h15m,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW1iKnPug_UZs742acr-XbzvZXoJuTO30v1YYhiz6BXkqolxxsxvKvJlVFaAEF7IksgBMuA9covPNxkg1rjTUoyG2VEv.jpg?r=dae,2021-04-19,tt3203290,0
101,81643839,Thammudu,https://occ-0-293-999.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABXirELeSNsiodQ-141P9J-evoWmiImhcQu8SWAqjOCUE2eVOnTOy0wNPAgVY28xkNx8pTTPnE7AzCC9pQXxrmU_tLuYT-Yshuw.jpg?r=ad7,The banished son of a respectable family gets the chance to redeem himself when he takes his injured brother&#39;s place in a kickboxing tournament.,7.9,movie,1999,2h48m,https://occ-0-772-999.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABdi0WEKBRJw6C0G1pob2tlsEZXaZe-MK44cCGiUIF8ZbyvagaCH3JeyVupnf3RDVQ2v7o6BeaQgB0gRwHb4c_ZbnGM_XvHMphd9a.jpg?r=ad7,2023-05-05,tt0240084,0
102,1116468,When We Were Kings,https://occ-0-1722-999.1.nflxso.net/dnm/api/v6/mAcAr9TxZIVbINe88xb3Teg5_OA/AAAABXKG__va48jfr39ojvv35hGImQSuMHwvXsPrH-NRkUbo8zbankwHmIvRmBSzL3aaruqRH4JECn3OopT-ZJLTJetbhs5Lz81lag.jpg?r=e82,"In this Oscar-winning documentary, Muhammad Ali and George Foreman travel to Zaire for the 1974 &quot;Rumble in the Jungle&quot; heavyweight title bout.",7.9,movie,1996,1h27m,https://occ-0-465-472.1.nflxso.net/dnm/api/v6/mAcAr9TxZIVbINe88xb3Teg5_OA/AAAABXd-ady8-IY5D94kV4s3w7Nkqg6LI5VeAfZG9mAxrkIusjknF2M9Dn6TprZjVxBYUnP4QmtXl5X7r89qmnNMQzTtO38o16H_Mmlk.jpg?r=e82,2024-10-29,tt0118147,0
103,60036227,The Notebook,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYWj98AOgdIyYy4T5mjVDSz7axLasAlF90YoQqyip2rmia8q0Td1RCdWk8mNM-hOJgkeN_ePPwpItn7T_AiRTK23Lg.jpg?r=ea8,Two young lovers are torn apart by war and class differences in the 1940s in this adaptation of Nicholas Sparks&#39;s best-selling novel.,7.8,movie,2004,2h3m,https://occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQv1jk7pvqk51iq-6VnIRgizaHryUnDxSB2V3cadmfFuDckLJAj9VAjSEyvwa9aJil7APF1o4zPrSSNGkVJh8gWYWvpn.jpg?r=c0d,2015-04-14,tt0332280,1
104,70060009,American Gangster,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRWLzXt50_bEx3U9ukMk4kFRpbpda0QapUhTv89feHTGj6G-O9e7AxqEOw2T4dtWVbOgZow8I2WGBVHNm9NTp1NuCw.jpg?r=543,Denzel Washington stars as true-life Harlem drug lord Frank Lucas and Russell Crowe plays the outcast NYPD cop charged with bringing him down.,7.8,movie,2007,2h36m,https://occ-0-3934-3933.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWxgIM6zO4ckoow15X9tOyeQ8vr5oJXJubPE_8oBi-9tvfQwMFg3moSKIcOiDiSopbOvLmGRtU9k26H2zf69RVPN21aA.jpg?r=fab,2015-04-14,tt0765429,1
105,70170088,30 for 30: Pony Excess,http://art-1.nflximg.net/8d29f/7710eb362577c429cd74c46e4512de256078d29f.jpg,The glory days of Southern Methodist University&#39;s football program ended with the discovery of illegal recruiting violations.,7.8,movie,2010,1h42m,http://cdn1.nflximg.net/images/7942/8297942.jpg,2015-04-14,tt1704731,0
106,70110883,Rock On!!,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbrcC0kEzhnZJPnXfcZvqPkXfcUk8n_rbNxBwdc4V0qUooBqE4g5kTDXoQEqEZFrw7ydUl_VU_E9xZro3bBnSUjxEg.jpg?r=7b9,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream.",7.8,movie,2008,2h24m,https://occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcNNRIfzdqLnfjxuec5nkMnfMKq5EwHyyBMyxMsL1z0OFh2vecDL2FaQhY5HLTqvlm-nKHQFJvrgnjxeYO8RwMcwskmT.jpg?r=001,2015-04-14,tt1230165,
107,70112740,Sergio,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABat-_TMgieRaN8AQLzvRDy1Gxc57dal2MCg2PMwjH_gmmSC5bEvjj2lo988sz5sW4wyhVfIJb80mCawhKohTnaEhYA.jpg?r=818,"This moving documentary profiles Sergio Viera de Mello, the charismatic U.N. High Commissioner of Human Rights, who was killed by terrorists in Iraq.",7.8,movie,2009,1h34m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcZ8pG8E-qmrzH1jbb4x44EpkIRhZVo3NIKkQe3MHPu4BMKaNErUW2bGJsMfkfOqNyE7D8RyU35LA9HtQSZ1twt_1wnW.jpg?r=818,2015-04-14,tt1333656,
108,70159333,The Man from Nowhere,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVvAHaR0AStDZHgj1ScJskFuUXS-2l9ZbH22pNEa0NW-n3-nXEbqg2iKVIH96IFrRMCTUyt95uZABC7ZVBsicywsHA.jpg?r=c82,"Tae-Sik is a widower with a mysterious past. When a young girl he befriends is kidnapped by a vicious drug gang, Tae-Sik rushes to save her.",7.8,movie,2010,1h59m,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXairQKUdlsyAhBJU8G_jviGDTVYqZtAMKKF7XtGqfqVj5JeJS-3Vba_imLS0p4_4H7spfvNdqTXInNeVJ5I1GhTNYVV.jpg?r=c82,2015-08-02,tt1527788,1
109,70243460,Captain Phillips,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaYXxDwGJmmZxuHLczOboKLH_r2U-iankFtxOoQLv_ElCZxh75a_YpYVDwnlX20IALiJd_zTORXdgXDaR2aHtLIYFg.jpg?r=bbe,"In this exciting adventure based on true events, Tom Hanks portrays a captain who is taken hostage by Somali pirates after they hijack his cargo ship.",7.8,movie,2013,2h14m,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXb2KhHkeC1cYaYmiOMRpWcoev5jGfzqQ7lzReIQMylNnZDzVpEe6yxkgIo62n4Nf1ha3IsBV6wJy9ZKYU2BVtM5MEy6.jpg?r=bbe,2015-08-21,tt1535109,1
110,60010399,Glengarry Glen Ross,http://art-1.nflximg.net/a787c/8b720c491963a2634912e2a647330561092a787c.jpg,"Jack Lemmon, Al Pacino, Ed Harris and Alan Arkin star as Chicago real estate salesmen vying for the best leads at a firm that sells resort properties.",7.8,movie,1992,1h40m,http://cdn0.nflximg.net/images/9454/9149454.jpg,2015-10-01,tt0104348,1
111,80083594,Marco Polo: One Hundred Eyes,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRyOVLW8qYbuHq0isYmVBInS2iiWnjCNmZ14Je280sjjmGSseAo0CVm1mqHhIu4vt9CDWSnKg1u_pVuIAcHzdm2xPOJcErh6hovgD-m2NugvUzlfGyGxhOp1Ws8.jpg?r=aa5,A defiant warrior-monk arrives at Kublai Khan&#39;s court in chains and soon earns his tragic nickname in this 30-minute origin story.,7.8,movie,2015,28m,http://cdn1.nflximg.net/images/0573/23750573.jpg,2015-12-27,tt5235348,1
112,80064515,The Hateful Eight,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUW7lcoAgrbTUMBwlUmDcJXDw7esX27X9-v9GM0muGw5oeCEMNZpwCVV99RxkJ6ZJCls_4JRYK7CcMaYcHNpEsKO3Q.jpg?r=551,"Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",7.8,movie,2015,2h47m,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfD_iQogJRJJpJ92YNFm_seUP3IhcOGjWCftwd_e-1faMFEuhbq5wGYAgIHkkRB4fcFZQRwD9EhYkTC3k0Zc9ZYKvtTv.jpg?r=634,2016-07-09,tt3460252,1
113,70014613,Mobile Suit Gundam III: Encounters in Space,http://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeGVtJnM8-ezSDOkNawQ0Q41DHXydV-eK5NEu6RH1WbYSmoAEAmigUNYhDcEIbcjvZfLspGlWtWWx6b56ck-JA6cPw.jpg?r=bc5,"With the conflict&#39;s end in sight, the Earth Federation prepares to take the war into the Duchy of Zeon&#39;s home territory. Gundam pilot Amuro Ray, now a seasoned veteran, returns to space for the final battle.",7.8,movie,1982,2h20m,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUWBiRaRIegP8PTcMdx67FKYb7syJn-i6UIhcjJt9tpiD_-XDEDPVEJKZ2BCPDpQIpLOX8lCq9xSiJCVN-EtCvCr5hYb.jpg?r=bc5,2016-12-01,tt0159511,1
114,80163222,A Christmas Special: Miraculous: Tales of Ladybug and Cat Noir,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeILxHtmxSltKGylznDUAIWFsYgrQqvykOtGOLwWnF6e79DY5gcDgIqtoee0fwyy35KJP8_Id-1tdwt4CrvmPRp7HQ.jpg?r=6d6,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,7.8,movie,2016,21m,https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWpU_I0q2lsGcg0FvfVLo1ZvZxHBZ90clSap8_UzmqlW-LD5KpGTCS3-jWPrpZ94LiVcSwgrvzW3NwIYHvQHznA1M7aY.jpg?r=816,2016-12-20,tt2580046,1
115,80148479,The Guv&#39;nor,http://occ-2-300-299.1.nflxso.net/art/14161/2c34449d905d98b8fef404b3187770d18eb14161.jpg,Lenny McLean rose from London&#39;s East End to be a revered fighter and author. His son&rsquo;s personal journey looks at what made the troubled man tick.,7.8,movie,2016,1h24m,,2016-12-31,tt5460986,1
116,80165849,Budhia Singh: Born to Run,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZlMSdhKA_jckhVPkpsieAhDIBywuf_dNhkzDcEokVpBMqZSB8aFUm7y43papScRd2R1ZAq8eIHPB9C_sRg3ueaOgQ.jpg?r=940,"Born into poverty and sold by his mother to a street vendor, a 5-year-old boy becomes India&#39;s first marathon-running champion despite his youth.",7.8,movie,2016,1h35m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWzpqGO5UN7UNpNPVO8uamc5w-xpLX6HAh9BfPxvDkPYpJWJEY6-AI0VF06C9QQsO2fg7LA-MqblqeQk_iWa7zV58Q7O.jpg?r=940,2017-05-01,tt5805252,0
117,80157083,Kabhi Haan Kabhi Naa,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWARzEdrayv7ueKl8KJgcJI7md6BKXScXrfnmyCXC07vAqVM95XhCB0oNBOUiCeH1n2bKxLmwWbwUUMBdU5JRJ365g.jpg?r=0e9,"A complicated love triangle develops when happy-go-lucky Sunil falls for his lovely bandmate Anna, but she&#39;s only got eyes for the wealthy Chris.",7.8,movie,1994,2h31m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcGPLdhteGrxEgrziqKzoPCnCuUu5I6T8AF_v4fm0DyCw2xQSQTYj-X2VfrMGaybYeYoOTL0fL_95E3HqleAx6aVa_C.jpg?r=0e9,2017-05-15,tt0110222,0
